Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Price
1023 Chartiers Ave Pittsburgh PA 15220,1.0,2.0,1.0,1698.0,1900.0,38.0,41.0,0.0,0.0,1.0,1.0,"Trendy grays and whites that last! Enjoy the off street parking and doing your laundry in the comfort of your home! Always feel comfort with forced air and central AC. we love this place. Make it your home!

Tenant is responsible for gas, electric, water and sewageRead less",1095.0
300 Dithridge St Pittsburgh PA 15213,0.0,1.0,1.0,660.0,1950.0,88.0,70.0,0.0,1.0,1.0,2.0,"This secluded brick building, with its enclosed fountain courtyard, is located within walking distance of both Pittsburgh campuses and Oakland's night life. Features:-Studios to 2 bedroom apartments-Pet friendly-No Security Deposit-Heat, water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in garage (subject to availability)-PITT-CMU-UPMC Area-On-site laundry-Intercom-Air conditioning-Hardwood floors or ceramic tile-Fully equipped kitchens",1085.0
5765 Centre Ave Pittsburgh PA 15206,0.0,0.0,1.0,573.0,2018.0,94.0,70.0,35.0,2.0,1.0,2.0,"At the crossroads of East Liberty and Shadyside rises Coda on Centre. Just steps from shopping and entertainment, multiple public transportation options, and several bustling business districts, this apartment community is in tune with the edgy beat of Pittsburgh&#8217;s east side.\nComposed of studio, 1- and 2-bedroom pet-friendly apartment-homes, Coda on Centre features a collection of dynamic amenities like private balconies and terraces, in-unit laundry, ample storage, and modern kitchens complete with dark wood cabinetry and granite counter tops. Residents will enjoy the slow groove of the courtyard terrace, the energy of the in-house fitness center, the ease of on-site parking, the convenience of round-the-clock concierge service, and so much more. Whatever your style, Coda on Centre works in harmony with the rhythm of your life. Bicycle Storage and Maintenance Area, Bike Racks, Efficient Appliances, Electronic Thermostat, Extra Storage, GE Energy star black appliances, Green Building, High Ceilings, High-Speed Internet Ready, Large Closets, Library, Off Street Parking, Online Payment & Maintenance Request Portal, Party Room, Pet Grooming Station, Piano, Pool/ Ping Pong Table, Smoke-Free Building, Wheelchair Access",1495.0
159 Pius St Pittsburgh PA 15203,0.0,1.0,1.0,900.0,1950.0,70.0,68.0,0.0,1.0,0.0,0.0,"Pittsburgh, PA - HouseRead less",700.0
10 Allegheny Ct Pittsburgh PA 15212,0.0,1.0,1.0,780.0,1950.0,83.0,62.0,0.0,1.0,0.0,1.0,"FROM VIRTUAL. TO REALITY.CALL US FOR AN IN-PERSON, SOCIAL DISTANCING TOUR!Located in the heart of Pittsburgh's North Shore, Park View Apartments offer a full range of amenities to its residents that include: Controlled entrance access system, beautiful roof top decks, fitness center, large windows and balconies. Residents will also enjoy convenient access to a number of the city's most popular cultural and athletic attractions, including PNC Park, Heinz Field, the Benedum Center, O'Reilly Theatre, Carnegie Science Center, Andy Warhol Museum, Convention Center, Children's Museum and Three Rivers Casino. Park View prides itself in providing affordable luxury in the heart of an urban park environment.",1290.0
631 Southcrest Dr Pittsburgh PA 15226,0.0,2.0,1.0,730.0,1940.0,10.0,59.0,50.0,2.0,0.0,3.0,"Southcrest Heights is centrally located just south of Pittsburgh in Brookline with easy access to shopping, restaurants, public transportation, Route 19/West Liberty Ave, Route 51 and downtown Pittsburgh. 1, 2 \u0026 3 bedroom apartments for rent feature fabulous layouts with spacious floor plans, wall-to-wall carpeting and equipped kitchens. This controlled access apartment community offers on-site laundry facilities, extra storage, a courtyard and covered parking. Call today for details and to schedule your own personal tour. 1, 2 & 3 Bedrooms, 24 Hour Emergency Maintenance, Attached Garage, Close to Brookline Boulevard Shopping, Equipped Kitchens, Free Gas Heat, Free Heat Ceiling Fans, Great Layouts with Spacious Rooms, Heat & Water Included, Laundry Service Facilities-Smart Card, Maintenance Free Living, Management Office On Site, Minutes to Pittsburgh, Off Street Parking 640 Southcrest Drive, On Line Rent Payments, On Site Maintenance, Online Maintenance Portal, Utilities Included, Wall to Wall Carpeting",795.0
102 North Ave Pittsburgh PA 15212,0.0,1.0,1.0,630.0,1950.0,87.0,64.0,0.0,1.0,1.0,0.0,"Allegheny City Realty is pleased to offer this completely renovated 1 BR apartment located in Allegheny City Central / Mexican War Streets. The unit includes hardwood flooring, stainless steel appliances, granite counter tops, and original decorative fireplaces. 

The unit is located in a 19th Century Historic building located on E North Ave.The building is located right across from the park, a couple blocks from Allegheny General Hospital, PNC Park, and plenty of restaurants /bars. The building has a shared courtyard as well as a laundry room with coin-operated laundry.

Off street parking available at $50/month

Cats - OK with extra deposit/fees
No dogs allowed. 

Utilities:
Gas and electric in tenant's name
Water/sewage/trash removal covered by flat fee: 
$50 for first person + $25 for each additional person
 
Application includes background and credit check.
Credit Requirements: Credit score of 650 or above. Under 650 will still be considered with a cosigner or an additional security deposit of up to 2 months rent. Must have no credit accounts in collections.Read less",1100.0
200 Cowan St Pittsburgh PA 15211,0.0,2.0,2.5,1690.0,1950.0,77.0,72.0,0.0,1.0,1.0,2.0,"Located atop Pittsburgh's most famous vantage point, this revitalized Historic Landmark is the neighborhood's first contemporary loft-style apartments. Boasting 67 units of modern, urban living - studio, 1-Bedroom, 2-Bedroom, 3-Bedroom, and 1-2-Bedroom Townhouse units housed in the former Prospect School (1931), an Art Deco-style building listed on the National Register of Historic Places. It is within walking distance of both the Grandview Avenue and Shiloh Street commercial districts as well as Emerald View Park, which has miles of hiking trails featuring panoramic views of the city. Residents will have an easy, visually-inspiring, commute to downtown via the Monongahela Incline or by car via the PJ McArdle Roadway. Tenants pay an additional fee's for parking($45.00/month) and water ($45.00/month). Our Pet Fee is a non-refundable $250 upon move in, then $25/month per pet.12 months",2400.0
2565 Boyce Plaza Rd Pittsburgh PA 15241,0.0,2.0,2.0,1118.0,1950.0,20.0,0.0,0.0,1.0,1.0,2.0,"Experience the best in luxury living with breathtaking creek and woodland views offering plenty of privacy, not often found in apartment living. Our unique Upper St. Clair community and friendly management team provide you with a serene, yet energetic atmosphere that you will look forward to coming home to each day. Torrente is located in the #1 school district in Western Pennsylvania, Upper St. Clair. This historic community was founded in 1762 and has been a community rich in pride and history ever since. We offer an exceptional location within this community, thoughtfully nestled within Upper St. Clair and close to all the your everyday conveniences as South Hills Village Mall and Whole Foods. Our Residents enjoy a wide array of popular amenities, such as: on-site maintenance with no maintenance fees, on-site storage, garage and underground parking facilities, a 24-Hour Fitness Center, as well as elevators in all the buildings and so much more!",1505.0
264 44th St Pittsburgh PA 15201,0.0,1.0,1.0,900.0,1950.0,87.0,52.0,0.0,1.0,1.0,1.0,"Beautiful 1BA unit on the first floor. Close to Butler Street shops and restaurants, Children's Hospital, Penn-Garfield commerce area and easy commute to downtown. The unit is in great condition with lots of storage.

Owner pays for water/trash/sewerRead less",1300.0
434 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,700.0,2020.0,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",1486.0
137 Grandview Ave Pittsburgh PA 15211,0.0,1.0,1.0,900.0,1950.0,82.0,83.0,0.0,1.0,1.0,0.0,"Gorgeous furnished one bedroom apartment on Grandview Avenue at Maple Terrace. This first floor apartment features a comfortable and convenient urban living experience with a spectacular view of the city. Kitchen/dining, living, and sleeping rooms have large windows and high ceilings. Spacious equipped kitchen with ceramic tile floor, bay window dining area, and direct access to a private outdoor side terrace via private entry. Living/dining room has oak hardwood flooring; resilient plank flooring in the bedroom. Amenities include fireplace, off-street parking, shared laundry, central A/C and secure storage. Excellent location on Grandview Avenue just ONE block from the following amenities: Monongahela Incline, Shiloh Street business district & Shop'n'save, Post Office, CoGo's, Microdiner, Grandview Bakery RiteAid, PA Wines & Spirits, 1st Niagara & PNC Bank, Carnegie Library, etc., as well as other eating & drinking establishments. Downtown Pittsburgh is just over the Smithfield St. bridge at the bottom of the incline. Very central and convenient. No pets. Fully furnished. $1,600 per month plus gas and electric.

1 year lease term. Fully furnished. Owner pays for water & sewer; tenant pays for gas, electric and any cable TV/internet access.Read less",1600.0
1202 Loraine St Pittsburgh PA 15212,1.0,3.0,2.5,2000.0,1910.0,86.0,64.0,0.0,1.0,1.0,0.0,"Awesome 3 bed 2.5 bath single family house in steps from a Park and Allegheny General Hospital. Walk to PNC Park and Heinz Field. Minutes from down town, the strip district and south side, but also easy access to I-279 and Rt 28. Comes with parking. 



HIGHLIGHTS

- Great 2nd floor outdoor deck.

- 2 Parking spaces included in rent

- Nice court yard area. 



ADDITIONAL DETAILS

- Tenants pay all utilities. Credit checks required.Read less",1600.0
3225 Dawson St Pittsburgh PA 15213,0.0,2.0,1.0,900.0,1950.0,52.0,57.0,0.0,1.0,0.0,0.0,"Walking distance to Dan Marino Field, Schenley Park, Shopping, Bars, Restaurants, University of Pittsburgh Campus, Carlow College, and Magee Women's Hospital!Read less",1000.0
401 Amberson Ave Pittsburgh PA 15232,0.0,1.0,1.0,674.0,1903.0,75.0,72.0,75.0,2.0,1.0,2.0,"Shadyside Commons offers newly renovated 1- and 2- bedroom apartments that combine a contemporary living space with a peaceful environment in the coveted Shadyside neighborhood of Pittsburgh. Built in 1903, the building was constructed as a hardware store for Pittsburgh businessman John Bindle and, over a century later, the 4-story brick building still flaunts its unusually sharp style and quality details. Large brick arches, handsome cornices and oversized industrial windows couple with proximity to downtown Pittsburgh to create your perfect luxury residence. Apartments include modern kitchens and baths, ample closet space with adjustable shelving and custom storage, and in-suite washers \u0026 dryers. Located near the University of Pittsburgh, UPMC-Shadyside, and Carnegie Mellon, Shadyside Commons offers easy access to the city\u0027s parks, shopping, and restaurants, in the vibrant, yet cozy residential neighborhood of Shadyside. Ample Closet Space with Custom Shelving, Central Air Conditioning, Extra Storage, High Ceilings, High Ceilings with Large Windows, Historic Building, Large Closets, Smoke Free Community, USB Ports",1667.0
6814 Thomas Blvd Pittsburgh PA 15208,0.0,1.0,1.0,900.0,1900.0,68.0,65.0,0.0,0.0,1.0,0.0,"This is a first floor apartment that has been recently renovated. It features hardwood floors, a custom kitchen with oak cabinets and ceramic countertops. There are ceiling fans throughout and track lighting. A window air conditioner is provided. Landlord pays water, sewage & trash. Tenant pay selectric only. 
This Point Breeze 6 unit is located 2 blocks from Mellon Park, a few minutes from Bakery Square, Trader Joe's, Target, Whole Foods, and the shops and restaurants in Shadyside or Squirrel Hill. There's a bus stop at the end of the street and the Highland Park Bridge is a few miles down the road. 
There's a shared patio in the front, coin-operated laundry in the basement, and off street parking. 
All of our properties are pet friendly for friendly pets with a two pet maximum. We require proof of vaccinations and licenses, but we do not charge additional rent or fees for pets.Read less",900.0
2400 Village Rd Pittsburgh PA 15205,0.0,1.0,1.0,544.0,1973.0,20.0,40.0,0.0,0.0,1.0,1.0,"Emerald Gardens, a luxury community in the West End of Pittsburgh is designed with convenience and comfort in mind. Newly renovated apartment town homes feature granite counter tops, fully equipped kitchens with all new appliances, ceramic tile kitchen and baths, spacious closets, private entrances, as well as a sliding glass door to your own patio. Notice the difference with our community featuring a remote park-like setting, deluxe fitness center, gazebos, gated security in the evenings and maintenance. All just minutes away from downtown Pittsburgh and the Pittsburgh Aiport. Emerald Gardens is the perfect place to relax after a long day in the city! We are also a pet friendly community where would love to have your dogs and cats. Emerald Gardens is the perfect place to be if you like to work and play in the city of Pittsburgh but come home to peace and quiet! Emerald Gardens is located near the Crafton/Ingram Shopping Center minutes away form the nightlife, restaurants, and shopping that the Southside and Pittsburgh has to offer. Call today for your personal tour to see Emerald Gardens. Brand New Sand Volleyball Court, Centrally Located Between Airport & Downtown, Ceramic Tile in Kitchen & Bath, Charcoal grills, Close to Station Square and Southside works, Dog park, Dog Paw Spa, Freeway Access Rt 51 and 60, Gated Community, Gazebo, Glass sliding doors opening to patio, Granite Breakfast Bar in select units, Granite Countertops, Mini-blinds, Modern Recessed Lighting in select units, NEW! Paw Spa, Newly Renovated, On-site laundy, Park Like Setting, Pavillion, Picnic Pavillion with Charcoal Grills, Private Entrance, Spacious Closet, Stainless Appliances in select units, Two-Story Townhomes, Wood Floors Available in Select Units",1020.0
450 Aiken Ave Pittsburgh PA 15232,0.0,2.0,1.0,900.0,1950.0,89.0,68.0,0.0,0.0,1.0,2.0,"Friendship - 1BR Apartment With Central AC and Off St Parking - **Photos are of a sample unit. Some features may vary**Our Friendship apartments for rent in Pittsburgh are situated alongside Shadyside and Bloomfield allowing residents to enjoy all the nightlife, eateries and shopping that comes with the territory. Friendship is one of the few areas left in Pittsburgh that still has most of its traditional Victorian buildings. The rentals are close to UPMC Children's Hospital, West Penn Hospital, Pittsburgh Institute for Mortuary Science (PIMS) and many other colleges and universities of Pittsburgh (ie; Carnegie Mellon University [CMU], Duquesne University, Pittsburgh University, Carlow University, Chatham University and many others). Efficient public transportation makes it perfect for hospital employees, businessmen and students alike.No Dogs Allowed(RLNE5572849)",1325.0
6817 Lyric St Pittsburgh PA 15206,1.0,2.0,1.0,900.0,1950.0,55.0,52.0,0.0,0.0,0.0,0.0,"2 bedroom Townhouse in Lincoln - Larimer
Make your commutes as easy as 123 by living 5 minutes from one of the hottest retail districts in the city, East Liberty. This updated cozy 2 bedroom Townhouse is the one for you at about half the rent as comparable apartments in East Liberty. Tenant pays water, gas, and electric.Read less",850.0
585-587 Negley Ave Pittsburgh PA 15232,0.0,0.0,1.0,900.0,1950.0,92.0,71.0,0.0,0.0,0.0,0.0,Welcome to Thames Manor Apartments!,755.0
1335 Cedar Blvd Pittsburgh PA 15228,0.0,2.0,1.0,5370.0,2020.0,25.0,21.0,0.0,1.0,1.0,1.0,"Two bedroom apartment in award-winning Mt. Lebanon school district, super close to The Galleria mall and walking distance to the high school and Mt Lebanon Park, Rec Center and ball fields plus the Robb Hollow walking trail and Bird Park with it's fields and walking trails. Updated eat-in kitchen with granite countertops, subway tile backsplash, stainless steel fridge, dishwasher, microwave, electric stove. Completely updated bathroom! In-unit washer and dryer. Central air! The unit comes with one integral garage plus 2 dedicated parking spots. Available AUG 1

Building only has electric, no gas. No smokers and no section 8 or vouchers. Apartment comes with one garage spot and two off street assigned parking spots.Read less",1325.0
126 Bangor St Pittsburgh PA 15211,1.0,2.0,1.5,1250.0,1950.0,62.0,65.0,0.0,0.0,1.0,1.0,"Side by side duplex with 2 Bedrooms and 1 Bath. House includes a full kitchen with gas range, washer and dryer, and ac unit. The third floor is a stand up attic with a stairway entrance that along with a large basement provide tons of space for extra storage. The basement also has a crowd pleasing, ""Pittsburgh toilet."" There is a front porch as well as a concrete slab in the back leading onto a small but flat back yard. Great location, just a short walk to the bus stop and a few blocks from the overlook and the incline make this an affordable place to live close to downtown and the southside.

No pets
Renters pay gas and electric
Not Section 8 approved

Call, email or text if you'd like to come check it out and we can set up a time that works for you.

Thanks
Joe

Renter pays gas & electric. 
Owner pays waterRead less",900.0
5660 Forward Ave Pittsburgh PA 15217,0.0,1.0,1.0,750.0,1930.0,89.0,51.0,0.0,1.0,0.0,0.0,"Sq. Hill's best value! Beautiful studio & 1 br apartments in intercom locked building with heat, hot/cold water, sewage and trash included! 9' ceilings, rounded archways, plastered walls, walk in closets, separate dinettes, most units with hardwood floors. Bus to Oakland/downtown on corner, and you can walk to all of the Murray avenue shops.Read less",780.0
617 Mellon St Pittsburgh PA 15206,1.0,5.0,3.0,2470.0,1915.0,69.0,52.0,0.0,0.0,0.0,1.0,"Five bedrooms three bathrooms Single House in Highland park

Featuring: open concept renovated kitchen, stainless steel appliances, including vent hood and disposal. Large, fenced back yard- ideal for gardening and entertainment. 
On the second floor: two decent size bedrooms and one double bedroom-ideal for bedroom and home office. On the third floor -two bedrooms, one facing the street the other the backyard. Full bathroom on each floor. 
Great location: close to hospitals, universities, shopping and restaurants and public transportation.

Tenant responsible for water, gas and electric.Read less",2490.0
5835 Alder St Pittsburgh PA 15232,0.0,1.0,1.0,900.0,1950.0,97.0,70.0,0.0,1.0,1.0,1.0,"Newly renovated 2nd floor apartment, 3 apts in the building in a Victorian house, huge eating in Kitchen, very bright rooms, freshly painted inside of the whole apartment, brand new high efficient furnace and central air system.

Bamboo floors through out the apartment, electric range, refrigerator, microwave, dishwasher, and Garbage Disposal, in unit laundry, Central air and central heat.

Tenants pay your own electric and gas. Hot water, cold water, sewage, and garbage removal are all included the rent.

 off street parking for additional charge $50/month

Prime location near Walnut Street(3 blocks), close to bus lines, universities, and hospitals, walk to Wholefoods (3 minutes)

Privately owned, very responsible landlord.

 One year lease, deposit is same as one month rent.

No smokers, small dog, cat with small pet fee.

 $45 Application fee for credit and background check each applicant( no refundable)

Please text or call at (for showing, serious inquiries please.

landlord pays for cold water, hot water, and garbage removal, tenant only needs to pay their own electric and gas.Read less",1600.0
1800 5th Ave Pittsburgh PA 15219,0.0,2.0,2.5,1700.0,1894.0,84.0,80.0,0.0,1.0,1.0,2.0,"Stunning 2BR/2BA Loft ; Blocks from Downtown - 100 off/month for UPMC/AHN/University EmployeesPLEASE NOTE:We are happy to announce that we have resumed touring vacant apartments! However, to minimize the risk of spreading coronavirus to our residents and staff, we have temporarily stopped conducting in-person tours of occupied apartments. If we have a similar apartment that is vacant, we can show that as an example. Additionally, we have virtual tours of many of our apartments that we are happy to share. If you are interested in an in-person tour, please contact us and we will set it up for you. We look forward to meeting you and renting you your new home!* Spacious 2BR/2Bath Loft ~ 1110 Sq Ft!* Airy high ceilings, stacked bedrooms - One captive, one open to loft.* Open Kitchen & Living Space.* Stainless Steel Appliances, including Dishwasher & Microwave; Granite Countertops and Maple Cabinets.* Rich Laminate Floors, Designer Lighting, and Custom Window Treatments.* Washer & dryer in-unit. Extra laundry room in the building as well.* Convenient to downtown, the South Side and Oakland, the Fifth Ave. Lofts provide a high-quality living experience.* This historic conversion blends the great features of a 100-year-old school with the conveniences of modern living.* Assigned Parking Available: Garage $100/month ; Deck $50/month.* Located approximately 1/2 mile from downtown Pittsburgh and 1 mile from Oakland, and the South Side.* Cat-friendly with $10/month non-refundable Cat Privilege Fee and refundable (assuming no damage caused) $200 Pet Deposit. (All per cat.)* Dog-friendly with $20/month non-refundable Dog Privilege Fee and refundable (assuming no damage caused) $400 Pet Deposit. (All per dog.)* Rent includes gas, water & sewage, and trash. Tenant pays electric.* High-efficiency Central Air and Heating System.* Building Amenities Include an Elevator, Parking Garage, Fitness Room, Bike Racks, Storage Lockers ($25/month), Trash Chute, and outdoor grilling area.* Email us now for more details! inquiry at steiner-realty dot com.**PHOTOS of similar (not exact) unit**Dogs allowed in some units(RLNE1863976)",2200.0
135 Race St Pittsburgh PA 15218,0.0,2.0,1.0,1140.0,1950.0,73.0,54.0,0.0,1.0,1.0,1.0,"* OPEN HOUSE THIS SATURDAY - May 8th - 9am to Noon *
1/2 a duplex located within walking distance of the Regent. Square business District. Koenig Field is 200 yards away with a soccer/baseball field, track, tennis, and basketball courts available to the public.

Unit includes a Washer & Dryer and a window air conditioner. 

Easy access to 376 and less than a 10-minute drive to Squirrel Hill, Shadyside, and Downtown and Monroeville to the East.

Owner pays for Water & Sewer. Renter pays for Gas & Electric monthly budget estimates of ~$90 & ~$50 respectively. No smoking.Read less",1200.0
440 Jefferson Ave Pittsburgh PA 15202,0.0,1.0,1.0,900.0,1950.0,74.0,41.0,0.0,0.0,0.0,0.0,Call for more info!,710.0
4 De Witt St Pittsburgh PA 15211,0.0,2.0,1.0,1100.0,1910.0,65.0,68.0,0.0,0.0,0.0,0.0,"Large 2nd and 3rd floor apartment within a 2 unit building with private rear entrance. Equipped kitchen, living room, 1 bath, 2 bedrooms (1 on 2nd floor and 1 on 3rd floor). Lots of storage on 3rd floor. Large private, covered patio. Very close to bus stop, which is then a short commute into downtown. 
Available July 1st.

Owner pays trash, water and sewer. Tenant pays gas and electric. Pets accepted on a case-by-case basis, but when accepted, requires additional $50/mo rent and additional pet security deposit.Read less",900.0
300 Liberty Ave Pittsburgh PA 15222,0.0,2.0,2.0,1145.0,1950.0,95.0,99.0,0.0,1.0,1.0,2.0,"A picture-perfect location. Sophisticated vibe. First-class amenities. And above all, incomparable views. Here's your chance to get a look at River Vue, Pittsburgh's ultimate downtown residence. Featuring 218 unique one- and two-bedroom apartments, as well as two-story town homes",1675.0
113 19th St Pittsburgh PA 15203,0.0,1.0,1.5,750.0,1900.0,98.0,64.0,0.0,0.0,1.0,1.0,"A lovely one bedroom apartment available for rent beginning in July. 

This is a charming one bedroom apartment in a side by side duplex. First floor features a living room, kitchen with a separate dining area, and a half bathroom (powder room). The second floor is an oversize bedroom with a large walk-in closet and a full bathroom.

The unit has private washer and dryer in the basement, a compact dish washer, remote controlled Mitsubishi air-conditioners on both first and second floor (they are controlled separately, so you can cool down just your bedroom and save your electricity bills in the summer.) 

It is conveniently situated on Sarah st and 19th st, one block from Primanti Bros, Steel Cactus, Milk Shake Factory and etc.

Tenant is responsible for all utilities including water.Read less",1175.0
3133 Josephine St Pittsburgh PA 15203,1.0,1.0,1.0,1000.0,1929.0,55.0,44.0,0.0,0.0,0.0,1.0,"3133 Josephine - Cozy 1 bed 1 bath apartment with 1 car off street parking in the south side slopes. Nice laminate floors, enormous bedroom and everything you need to be comfortable.

No Pets Allowed

(RLNE4887235)Read less",800.0
225 Saint Clair St Pittsburgh PA 15206,0.0,1.0,1.0,900.0,1950.0,93.0,69.0,0.0,0.0,0.0,0.0,"Friendship
Sweet 1 bedroom apartment, large kitchen combo, bright rooms, great location near Baum and NegleyRead less",695.0
434 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,715.0,2020.0,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",1570.0
3701 Butler St Pittsburgh PA 15201,0.0,1.0,1.0,900.0,1950.0,91.0,59.0,0.0,0.0,1.0,0.0,"Apartment available June 15-30.
Charming apartment that will be completely renovated into an awesome looking space!
Have included first set of pictures from previously renovated apartment in the same building so you can see what it will look like! 
New flooring, kitchen cabinets, sinks, faucets, new bathroom, new paint, blinds, lighting, etc.!
Building is located on best block of Lawrenceville!
Very close to public transportation
Building has big outside deck 
Laundry room on first floor
Monthly area maintenance cleaning
Tenant responsible for utilities
Street parking

Tenant pays utilities
No smoking
No petsRead less",1150.0
3001 Mcknight East Dr Pittsburgh PA 15237,0.0,1.0,1.0,775.0,1950.0,57.0,32.0,0.0,0.0,1.0,2.0,"Welcome to the Cosmopolitan Apartments! Our brand new apartment community offers modern living at it's finest in a location that is equally as impressive.Treat yourself to convenient, upscale living in an apartment community like no other at the Cosmopolitan Apartments in Ross Township, just outside Pittsburgh, PA. Large open floor plans with one and two-bedroom options are the perfect complement to your modern lifestyle. Gourmet kitchens complete with quartz countertops, a full range of stainless steel appliances, and a breakfast bar brighten your day, while the private patio or balcony creates a unique outdoor space all your own.Our new community is located in the charming North Hills neighborhood, close to I-279 for a quick commute to downtown Pittsburgh. We are also situated in the highly rated North Hills School District. As a resident, you will enjoy a luxury package of community amenities full of health-boosting and high-tech benefits to enhance your lifestyle. De-stress with a great read on our rooftop terrace and sundeck. The fitness center is stocked with free weights and cardio machines, and is open 24 hours a day so you can always find the right time for a workout.No matter what lifestyle you enjoy, you'll love our beautiful, pet friendly living spaces at Cosmopolitan, an apartment community like no other. Once you've browsed through our photo gallery and seen what we have to offer, give us a call to schedule a tour or go ahead and apply online today. We can't wait to welcome you to your new home!",1430.0
1075 Steuben St Pittsburgh PA 15220,0.0,4.0,2.0,1900.0,1950.0,47.0,44.0,0.0,1.0,1.0,0.0,"Find this wonderful second level 4BR/2BA situated right between Crafton Heights and Westwood! Great location with the unit being on bus line & quick commute into downtown! The kitchen has hardwood floors, plenty of counter/cabinet space and a microwave! Utility room comes with washer & dryer hook ups! Landlord covers water & sewage utilities.



Property Highlights:

- Living room & dining room

- Shared backyard

- Decorative fireplace

- Second level porch

- Great natural light

- Case by case for small dogs & cats with associated pets



Available SOON!

Got a Question? Want a Tour? Need to Apply? Visit IKOS.RENT to create a renter profile and get started today!Read less",1350.0
